"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"309284","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4396292","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"2220494","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","stercorea"
"185502","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"4433737","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"1504042","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"329703","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2119695","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"205309","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"193709","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"294791","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"4429608","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"4314257","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"1032415","Bacteria","Tenericutes","Mollicutes","RF39","unclassified","unclassified","unclassified"
"4481427","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","unclassified"
"346474","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"334049","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"1986406","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"184339","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3236435","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"185203","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"160178","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"164664","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","unclassified"
"180421","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"4480777","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified"
"289632","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"299441","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"188225","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"2771891","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"4478125","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"183012","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"4387771","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4437359","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"190240","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3756485","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"524371","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","stercorea"
"1076818","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"670829","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified"
"619224","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","unclassified"
"44151","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"319659","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"147100","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"195843","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3855938","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Coprobacillus","unclassified"
"174516","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","unclassified"
"174045","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"184209","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"4330852","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"361972","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"177342","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3980364","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"177349","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"192015","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"337765","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2943548","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"185563","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"191434","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"325353","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"195548","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"198869","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","stercorea"
"4362724","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"850841","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"191651","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"33112","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4029584","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"4335815","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","unclassified"
"182036","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"182033","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"4481195","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"793109","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4403113","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"4377149","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"179201","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"178151","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"361864","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"337511","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","unclassified","unclassified"
"4432433","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister","unclassified"
"205962","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"183783","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","02d06","unclassified"
"725212","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"183071","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"2331530","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"185090","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"907096","Bacteria","Tenericutes","Mollicutes","RF39","unclassified","unclassified","unclassified"
"2338105","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"95910","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"523768","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"302128","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"2442706","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","unclassified","unclassified"
"4451899","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"518552","Bacteria","Proteobacteria","Alphaproteobacteria","RF32","unclassified","unclassified","unclassified"
"197540","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"184984","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"651104","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified"
"885437","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"163494","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"187780","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"288138","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"142448","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","unclassified"
"4306038","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4381422","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3138798","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Phascolarctobacterium","unclassified"
"340711","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"324020","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4454507","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","weihenstephanensis"
"309795","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4431558","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"185542","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"571642","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"193744","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"367456","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"363519","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","unclassified","unclassified"
"180881","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"197481","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"145856","Bacteria","Firmicutes","Clostridia","Clostridiales","Mogibacteriaceae","unclassified","unclassified"
"4232045","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"190107","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"4300690","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"964220","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","durum"
"188690","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"4318212","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"212686","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"4318134","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","unclassified","unclassified"
"195035","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4418496","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","unclassified"
"212532","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"858999","Bacteria","Firmicutes","Clostridia","Clostridiales","Dehalobacteriaceae","Dehalobacterium","unclassified"
"177518","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"12574","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","unclassified"
"145401","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"174300","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"19080","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4441081","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","unclassified","unclassified"
"1943669","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"4393083","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"187225","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"184553","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"227697","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"209475","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"352604","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"302683","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"514061","Bacteria","Tenericutes","Mollicutes","RF39","unclassified","unclassified","unclassified"
"184882","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"4458700","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus","unclassified"
"186379","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4356062","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3302038","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"4379247","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","unclassified"
"290284","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4429981","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"718358","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"195358","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"301655","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"385807","Bacteria","Cyanobacteria","4C0d-2","YS2","unclassified","unclassified","unclassified"
"4329132","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"30872","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4350035","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"744941","Bacteria","Proteobacteria","Gammaproteobacteria","Thiohalorhabdales","unclassified","unclassified","unclassified"
"355139","Bacteria","Verrucomicrobia","Verruco-5","WCHB1-41","RFP12","unclassified","unclassified"
"207994","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"185113","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"195998","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4307094","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paraprevotellaceae","Prevotella","unclassified"
"839412","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4307092","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","stercorea"
"4307093","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paraprevotellaceae","Prevotella","unclassified"
"328277","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"193763","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4454839","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter","radicincitans"
"1904686","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Eubacterium","dolichum"
"432444","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"182073","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4447072","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"4457872","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"327218","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"2688035","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"190124","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"584107","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"196314","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"303326","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"303320","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"331099","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"2403301","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"193163","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"178117","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"178447","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4477861","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"193221","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus","unclassified"
"360660","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"4483570","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","unclassified","unclassified"
"4306262","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia","muciniphila"
"3903651","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"1928156","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","unclassified"
"181161","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"555547","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","unclassified","unclassified"
"731422","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Phascolarctobacterium","unclassified"
"730906","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"2892743","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Sutterella","unclassified"
"4465746","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","SMB53","unclassified"
"2035344","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"4331360","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"179186","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4132520","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"335577","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"546557","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paraprevotellaceae","Prevotella","unclassified"
"178859","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"4481624","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","unclassified","unclassified"
"847711","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","unclassified","unclassified"
"1108595","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","copri"
"361702","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"188764","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"189588","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"340113","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister","unclassified"
"323200","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","p-75-a5","unclassified"
"177679","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7","unclassified","unclassified"
"194130","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"366161","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"69988","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"113542","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","unclassified"
"367417","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"4346675","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"176077","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4324245","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","stercorea"
"168071","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"182054","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"336063","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"199318","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"176690","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","unclassified"
"232030","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"4435186","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified"
"216010","Bacteria","Firmicutes","Clostridia","Clostridiales","Mogibacteriaceae","unclassified","unclassified"
"3443818","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","unclassified","unclassified"
"174695","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"308734","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"288690","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","unclassified","unclassified"
"4405104","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"4392183","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","unclassified","unclassified"
"233052","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","unclassified","unclassified"
"274619","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","unclassified","unclassified"
"4315396","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","rc4-4","unclassified"
"146586","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"4388316","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4371786","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","unclassified","unclassified"
"329597","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"173965","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Adlercreutzia","unclassified"
"4372581","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"289867","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"288199","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","unclassified","unclassified"
"3352106","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"229533","Bacteria","Tenericutes","Mollicutes","RF39","unclassified","unclassified","unclassified"
"4471854","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"300613","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4301511","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"225636","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","unclassified","unclassified"
"213762","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","unclassified","unclassified"
"35260","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","unclassified","unclassified"
"338301","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"188707","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"181827","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"177478","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","unclassified","unclassified"
"196139","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"177618","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"4396723","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","unclassified","unclassified","unclassified"
"152450","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","unclassified"
"2407149","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","unclassified"
"197460","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
